video,prompt,negative_prompt
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000205.mp4,"A video showing the process of folding a towel, demonstration 706",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000206.mp4,"A video showing the process of folding a towel, demonstration 707",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000207.mp4,"A video showing the process of folding a towel, demonstration 708",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000208.mp4,"A video showing the process of folding a towel, demonstration 709",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000209.mp4,"A video showing the process of folding a towel, demonstration 710",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000210.mp4,"A video showing the process of folding a towel, demonstration 711",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000211.mp4,"A video showing the process of folding a towel, demonstration 712",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000212.mp4,"A video showing the process of folding a towel, demonstration 713",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000213.mp4,"A video showing the process of folding a towel, demonstration 714",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000214.mp4,"A video showing the process of folding a towel, demonstration 715",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000215.mp4,"A video showing the process of folding a towel, demonstration 716",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000216.mp4,"A video showing the process of folding a towel, demonstration 717",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000217.mp4,"A video showing the process of folding a towel, demonstration 718",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000218.mp4,"A video showing the process of folding a towel, demonstration 719",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000219.mp4,"A video showing the process of folding a towel, demonstration 720",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000220.mp4,"A video showing the process of folding a towel, demonstration 721",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000221.mp4,"A video showing the process of folding a towel, demonstration 722",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000222.mp4,"A video showing the process of folding a towel, demonstration 723",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000223.mp4,"A video showing the process of folding a towel, demonstration 724",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000224.mp4,"A video showing the process of folding a towel, demonstration 725",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000225.mp4,"A video showing the process of folding a towel, demonstration 726",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000226.mp4,"A video showing the process of folding a towel, demonstration 727",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000227.mp4,"A video showing the process of folding a towel, demonstration 728",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000228.mp4,"A video showing the process of folding a towel, demonstration 729",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000229.mp4,"A video showing the process of folding a towel, demonstration 730",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000230.mp4,"A video showing the process of folding a towel, demonstration 731",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000231.mp4,"A video showing the process of folding a towel, demonstration 732",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000232.mp4,"A video showing the process of folding a towel, demonstration 733",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000233.mp4,"A video showing the process of folding a towel, demonstration 734",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000234.mp4,"A video showing the process of folding a towel, demonstration 735",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000235.mp4,"A video showing the process of folding a towel, demonstration 736",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000236.mp4,"A video showing the process of folding a towel, demonstration 737",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000237.mp4,"A video showing the process of folding a towel, demonstration 738",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000238.mp4,"A video showing the process of folding a towel, demonstration 739",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000239.mp4,"A video showing the process of folding a towel, demonstration 740",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000240.mp4,"A video showing the process of folding a towel, demonstration 741",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000241.mp4,"A video showing the process of folding a towel, demonstration 742",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000242.mp4,"A video showing the process of folding a towel, demonstration 743",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000243.mp4,"A video showing the process of folding a towel, demonstration 744",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000244.mp4,"A video showing the process of folding a towel, demonstration 745",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000245.mp4,"A video showing the process of folding a towel, demonstration 746",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000246.mp4,"A video showing the process of folding a towel, demonstration 747",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000247.mp4,"A video showing the process of folding a towel, demonstration 748",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000248.mp4,"A video showing the process of folding a towel, demonstration 749",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000249.mp4,"A video showing the process of folding a towel, demonstration 750",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000250.mp4,"A video showing the process of folding a towel, demonstration 751",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000251.mp4,"A video showing the process of folding a towel, demonstration 752",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000252.mp4,"A video showing the process of folding a towel, demonstration 753",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000253.mp4,"A video showing the process of folding a towel, demonstration 754",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000254.mp4,"A video showing the process of folding a towel, demonstration 755",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000255.mp4,"A video showing the process of folding a towel, demonstration 756",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000256.mp4,"A video showing the process of folding a towel, demonstration 757",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000257.mp4,"A video showing the process of folding a towel, demonstration 758",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000258.mp4,"A video showing the process of folding a towel, demonstration 759",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000259.mp4,"A video showing the process of folding a towel, demonstration 760",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000260.mp4,"A video showing the process of folding a towel, demonstration 761",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000261.mp4,"A video showing the process of folding a towel, demonstration 762",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000262.mp4,"A video showing the process of folding a towel, demonstration 763",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000263.mp4,"A video showing the process of folding a towel, demonstration 764",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000264.mp4,"A video showing the process of folding a towel, demonstration 765",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000265.mp4,"A video showing the process of folding a towel, demonstration 766",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000266.mp4,"A video showing the process of folding a towel, demonstration 767",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000267.mp4,"A video showing the process of folding a towel, demonstration 768",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000268.mp4,"A video showing the process of folding a towel, demonstration 769",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000269.mp4,"A video showing the process of folding a towel, demonstration 770",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000270.mp4,"A video showing the process of folding a towel, demonstration 771",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000271.mp4,"A video showing the process of folding a towel, demonstration 772",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000272.mp4,"A video showing the process of folding a towel, demonstration 773",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000273.mp4,"A video showing the process of folding a towel, demonstration 774",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000274.mp4,"A video showing the process of folding a towel, demonstration 775",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000275.mp4,"A video showing the process of folding a towel, demonstration 776",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000276.mp4,"A video showing the process of folding a towel, demonstration 777",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000277.mp4,"A video showing the process of folding a towel, demonstration 778",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000278.mp4,"A video showing the process of folding a towel, demonstration 779",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000279.mp4,"A video showing the process of folding a towel, demonstration 780",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000280.mp4,"A video showing the process of folding a towel, demonstration 781",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000281.mp4,"A video showing the process of folding a towel, demonstration 782",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000282.mp4,"A video showing the process of folding a towel, demonstration 783",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000283.mp4,"A video showing the process of folding a towel, demonstration 784",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000284.mp4,"A video showing the process of folding a towel, demonstration 785",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000285.mp4,"A video showing the process of folding a towel, demonstration 786",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000286.mp4,"A video showing the process of folding a towel, demonstration 787",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000287.mp4,"A video showing the process of folding a towel, demonstration 788",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000288.mp4,"A video showing the process of folding a towel, demonstration 789",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000289.mp4,"A video showing the process of folding a towel, demonstration 790",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000290.mp4,"A video showing the process of folding a towel, demonstration 791",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000291.mp4,"A video showing the process of folding a towel, demonstration 792",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000292.mp4,"A video showing the process of folding a towel, demonstration 793",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000293.mp4,"A video showing the process of folding a towel, demonstration 794",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000294.mp4,"A video showing the process of folding a towel, demonstration 795",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000295.mp4,"A video showing the process of folding a towel, demonstration 796",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000296.mp4,"A video showing the process of folding a towel, demonstration 797",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000297.mp4,"A video showing the process of folding a towel, demonstration 798",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000298.mp4,"A video showing the process of folding a towel, demonstration 799",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000299.mp4,"A video showing the process of folding a towel, demonstration 800",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000300.mp4,"A video showing the process of folding a towel, demonstration 801",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000301.mp4,"A video showing the process of folding a towel, demonstration 802",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000302.mp4,"A video showing the process of folding a towel, demonstration 803",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000303.mp4,"A video showing the process of folding a towel, demonstration 804",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000304.mp4,"A video showing the process of folding a towel, demonstration 805",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000305.mp4,"A video showing the process of folding a towel, demonstration 806",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000306.mp4,"A video showing the process of folding a towel, demonstration 807",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000307.mp4,"A video showing the process of folding a towel, demonstration 808",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000308.mp4,"A video showing the process of folding a towel, demonstration 809",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000309.mp4,"A video showing the process of folding a towel, demonstration 810",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000310.mp4,"A video showing the process of folding a towel, demonstration 811",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000311.mp4,"A video showing the process of folding a towel, demonstration 812",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000312.mp4,"A video showing the process of folding a towel, demonstration 813",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000313.mp4,"A video showing the process of folding a towel, demonstration 814",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000314.mp4,"A video showing the process of folding a towel, demonstration 815",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000315.mp4,"A video showing the process of folding a towel, demonstration 816",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000316.mp4,"A video showing the process of folding a towel, demonstration 817",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000317.mp4,"A video showing the process of folding a towel, demonstration 818",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000318.mp4,"A video showing the process of folding a towel, demonstration 819",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000319.mp4,"A video showing the process of folding a towel, demonstration 820",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000320.mp4,"A video showing the process of folding a towel, demonstration 821",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000321.mp4,"A video showing the process of folding a towel, demonstration 822",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000322.mp4,"A video showing the process of folding a towel, demonstration 823",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000323.mp4,"A video showing the process of folding a towel, demonstration 824",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000324.mp4,"A video showing the process of folding a towel, demonstration 825",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000325.mp4,"A video showing the process of folding a towel, demonstration 826",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000326.mp4,"A video showing the process of folding a towel, demonstration 827",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000327.mp4,"A video showing the process of folding a towel, demonstration 828",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000328.mp4,"A video showing the process of folding a towel, demonstration 829",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000329.mp4,"A video showing the process of folding a towel, demonstration 830",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000330.mp4,"A video showing the process of folding a towel, demonstration 831",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000331.mp4,"A video showing the process of folding a towel, demonstration 832",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000332.mp4,"A video showing the process of folding a towel, demonstration 833",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000333.mp4,"A video showing the process of folding a towel, demonstration 834",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000334.mp4,"A video showing the process of folding a towel, demonstration 835",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000335.mp4,"A video showing the process of folding a towel, demonstration 836",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000336.mp4,"A video showing the process of folding a towel, demonstration 837",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000337.mp4,"A video showing the process of folding a towel, demonstration 838",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000338.mp4,"A video showing the process of folding a towel, demonstration 839",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000339.mp4,"A video showing the process of folding a towel, demonstration 840",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000340.mp4,"A video showing the process of folding a towel, demonstration 841",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000341.mp4,"A video showing the process of folding a towel, demonstration 842",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000342.mp4,"A video showing the process of folding a towel, demonstration 843",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000343.mp4,"A video showing the process of folding a towel, demonstration 844",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000344.mp4,"A video showing the process of folding a towel, demonstration 845",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000345.mp4,"A video showing the process of folding a towel, demonstration 846",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000346.mp4,"A video showing the process of folding a towel, demonstration 847",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000347.mp4,"A video showing the process of folding a towel, demonstration 848",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000348.mp4,"A video showing the process of folding a towel, demonstration 849",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000349.mp4,"A video showing the process of folding a towel, demonstration 850",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000350.mp4,"A video showing the process of folding a towel, demonstration 851",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000351.mp4,"A video showing the process of folding a towel, demonstration 852",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000352.mp4,"A video showing the process of folding a towel, demonstration 853",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000353.mp4,"A video showing the process of folding a towel, demonstration 854",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000354.mp4,"A video showing the process of folding a towel, demonstration 855",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000355.mp4,"A video showing the process of folding a towel, demonstration 856",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000356.mp4,"A video showing the process of folding a towel, demonstration 857",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000357.mp4,"A video showing the process of folding a towel, demonstration 858",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000358.mp4,"A video showing the process of folding a towel, demonstration 859",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000359.mp4,"A video showing the process of folding a towel, demonstration 860",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000360.mp4,"A video showing the process of folding a towel, demonstration 861",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000361.mp4,"A video showing the process of folding a towel, demonstration 862",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000362.mp4,"A video showing the process of folding a towel, demonstration 863",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000363.mp4,"A video showing the process of folding a towel, demonstration 864",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000364.mp4,"A video showing the process of folding a towel, demonstration 865",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000365.mp4,"A video showing the process of folding a towel, demonstration 866",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000366.mp4,"A video showing the process of folding a towel, demonstration 867",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000367.mp4,"A video showing the process of folding a towel, demonstration 868",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000368.mp4,"A video showing the process of folding a towel, demonstration 869",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000369.mp4,"A video showing the process of folding a towel, demonstration 870",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000370.mp4,"A video showing the process of folding a towel, demonstration 871",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000371.mp4,"A video showing the process of folding a towel, demonstration 872",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000372.mp4,"A video showing the process of folding a towel, demonstration 873",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000373.mp4,"A video showing the process of folding a towel, demonstration 874",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000374.mp4,"A video showing the process of folding a towel, demonstration 875",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000375.mp4,"A video showing the process of folding a towel, demonstration 876",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000376.mp4,"A video showing the process of folding a towel, demonstration 877",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000377.mp4,"A video showing the process of folding a towel, demonstration 878",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000378.mp4,"A video showing the process of folding a towel, demonstration 879",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000379.mp4,"A video showing the process of folding a towel, demonstration 880",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000380.mp4,"A video showing the process of folding a towel, demonstration 881",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000381.mp4,"A video showing the process of folding a towel, demonstration 882",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000382.mp4,"A video showing the process of folding a towel, demonstration 883",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000383.mp4,"A video showing the process of folding a towel, demonstration 884",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000384.mp4,"A video showing the process of folding a towel, demonstration 885",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000385.mp4,"A video showing the process of folding a towel, demonstration 886",
